año,codigo_modular,codigo_local,metodo_encontrado,nombre_siagie,nombre_fya,red_fya,nivel,grado,alumnos,departamento,provincia,distrito,turno,gestion
2024,1315084,027453,CODIGO_MODULAR,86548 JOSE MARIA VELAZ,86548 JOSE MARIA VELAZ,54,Secundaria,TERCERO,20,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1376318,027641,CODIGO_MODULAR,88247 SAN ENRIQUE,88247 SAN ENRIQUE,54,Inicial - Jard¡n,Grupo 3 a¤os,7,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1633189,027556,CODIGO_MODULAR,86769 ABRAHAM VALDELOMAR,86769 ABRAHAM VALDELOMAR,54,Secundaria,PRIMERO,7,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1633189,027556,CODIGO_MODULAR,86769 ABRAHAM VALDELOMAR,86769 ABRAHAM VALDELOMAR,54,Secundaria,QUINTO,13,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1376300,027561,CODIGO_MODULAR,86783,86783,54,Secundaria,TERCERO,20,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1633189,027556,CODIGO_MODULAR,86769 ABRAHAM VALDELOMAR,86769 ABRAHAM VALDELOMAR,54,Secundaria,CUARTO,6,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1551944,027603,CODIGO_MODULAR,87009-01,87009-01,54,Inicial - Jard¡n,Grupo 4 a¤os,14,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1315084,027453,CODIGO_MODULAR,86548 JOSE MARIA VELAZ,86548 JOSE MARIA VELAZ,54,Secundaria,TERCERO,23,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1315084,027453,CODIGO_MODULAR,86548 JOSE MARIA VELAZ,86548 JOSE MARIA VELAZ,54,Secundaria,QUINTO,31,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1315084,027453,CODIGO_MODULAR,86548 JOSE MARIA VELAZ,86548 JOSE MARIA VELAZ,54,Secundaria,CUARTO,25,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1551944,027603,CODIGO_MODULAR,87009-01,87009-01,54,Inicial - Jard¡n,Grupo 3 a¤os,13,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1608132,027556,CODIGO_MODULAR,86769 ABRAHAM VALDELOMAR,86769 ABRAHAM VALDELOMAR,54,Inicial - Jard¡n,Grupo 4 a¤os,7,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1376300,027561,CODIGO_MODULAR,86783,86783,54,Secundaria,SEGUNDO,27,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1376300,027561,CODIGO_MODULAR,86783,86783,54,Secundaria,CUARTO,15,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1376268,027453,CODIGO_MODULAR,86548 JOSE MARIA VELAZ,86548 JOSE MARIA VELAZ,54,Inicial - Jard¡n,Grupo 4 a¤os,12,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1376318,027641,CODIGO_MODULAR,88247 SAN ENRIQUE,88247 SAN ENRIQUE,54,Inicial - Jard¡n,Grupo 5 a¤os,4,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1608132,027556,CODIGO_MODULAR,86769 ABRAHAM VALDELOMAR,86769 ABRAHAM VALDELOMAR,54,Inicial - Jard¡n,Grupo 5 a¤os,4,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1376300,027561,CODIGO_MODULAR,86783,86783,54,Secundaria,QUINTO,12,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1608132,027556,CODIGO_MODULAR,86769 ABRAHAM VALDELOMAR,86769 ABRAHAM VALDELOMAR,54,Inicial - Jard¡n,Grupo 3 a¤os,3,ANCASH,HUAYLAS,PAMPAROMAS,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,PRIMERO,25,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,SEGUNDO,30,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,QUINTO,22,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,CUARTO,31,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0409706,168626,CODIGO_LOCAL,50495,50495,44,Primaria,SEGUNDO,4,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0519793,168730,CODIGO_LOCAL,50912,50912,44,Primaria,CUARTO,7,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0410100,168669,CODIGO_LOCAL,50535,50535,44,Primaria,SEXTO,20,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0204933,168706,CODIGO_LOCAL,50715,50715,44,Primaria,SEGUNDO,2,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0592543,169616,CODIGO_LOCAL,50977,50977,44,Primaria,SEXTO,12,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0204974,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Primaria,QUINTO,23,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0409672,169428,CODIGO_LOCAL,50492 CORAZON DE JESUS,50492 CORAZON DE JESUS,44,Primaria,TERCERO,20,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0409672,169428,CODIGO_LOCAL,50492 CORAZON DE JESUS,50492 CORAZON DE JESUS,44,Primaria,SEXTO,25,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410233,169517,CODIGO_LOCAL,50550,50550,44,Primaria,CUARTO,6,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0487140,169602,CODIGO_LOCAL,50854,50854,44,Primaria,SEGUNDO,2,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0487140,169602,CODIGO_LOCAL,50854,50854,44,Primaria,TERCERO,1,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,PRIMERO,22,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,CUARTO,32,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0410316,168443,CODIGO_LOCAL,50558,50558,44,Primaria,SEXTO,8,CUSCO,QUISPICANCHI,CCARHUAYO,Ma¤ana,P£blica
2024,0410100,168669,CODIGO_LOCAL,50535,50535,44,Primaria,PRIMERO,13,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0410118,168056,CODIGO_LOCAL,50536,50536,44,Primaria,TERCERO,5,CUSCO,QUISPICANCHI,URCOS,Ma¤ana,P£blica
2024,0409797,168023,CODIGO_LOCAL,50504,50504,44,Primaria,QUINTO,14,CUSCO,QUISPICANCHI,URCOS,Ma¤ana,P£blica
2024,1343755,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Inicial - Jard¡n,Grupo 3 a¤os,12,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0204974,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Primaria,QUINTO,26,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410258,169536,CODIGO_LOCAL,50552 TUPAC AMARU II,50552 TUPAC AMARU II,44,Primaria,SEGUNDO,11,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410258,169536,CODIGO_LOCAL,50552 TUPAC AMARU II,50552 TUPAC AMARU II,44,Primaria,SEXTO,17,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0409672,169428,CODIGO_LOCAL,50492 CORAZON DE JESUS,50492 CORAZON DE JESUS,44,Primaria,QUINTO,25,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0205401,169584,CODIGO_LOCAL,50765,50765,44,Primaria,SEGUNDO,3,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0933937,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Inicial - Jard¡n,Grupo 5 a¤os,24,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,SEGUNDO,18,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,SEXTO,30,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,1062058,168508,CODIGO_MODULAR,501344,501344,44,Primaria,QUINTO,4,CUSCO,QUISPICANCHI,CCARHUAYO,Ma¤ana,P£blica
2024,0519793,168730,CODIGO_LOCAL,50912,50912,44,Primaria,SEXTO,6,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0409797,168023,CODIGO_LOCAL,50504,50504,44,Primaria,SEXTO,22,CUSCO,QUISPICANCHI,URCOS,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,PRIMERO,26,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933937,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Inicial - Jard¡n,Grupo 3 a¤os,17,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0410316,168443,CODIGO_LOCAL,50558,50558,44,Primaria,SEGUNDO,2,CUSCO,QUISPICANCHI,CCARHUAYO,Ma¤ana,P£blica
2024,0592543,169616,CODIGO_LOCAL,50977,50977,44,Primaria,SEGUNDO,2,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0204974,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Primaria,PRIMERO,26,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0204974,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Primaria,SEXTO,20,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410266,169541,CODIGO_LOCAL,50553,50553,44,Primaria,SEGUNDO,1,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0409672,169428,CODIGO_LOCAL,50492 CORAZON DE JESUS,50492 CORAZON DE JESUS,44,Primaria,PRIMERO,24,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410233,169517,CODIGO_LOCAL,50550,50550,44,Primaria,QUINTO,3,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0205401,169584,CODIGO_LOCAL,50765,50765,44,Primaria,TERCERO,3,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0205716,169348,CODIGO_LOCAL,50796,50796,44,Primaria,QUINTO,6,CUSCO,QUISPICANCHI,MARCAPATA,Ma¤ana,P£blica
2024,0204974,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Primaria,SEGUNDO,21,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410258,169536,CODIGO_LOCAL,50552 TUPAC AMARU II,50552 TUPAC AMARU II,44,Primaria,CUARTO,14,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,TERCERO,26,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,SEGUNDO,15,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,TERCERO,22,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,QUINTO,32,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,SEXTO,28,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0409672,169428,CODIGO_LOCAL,50492 CORAZON DE JESUS,50492 CORAZON DE JESUS,44,Primaria,CUARTO,24,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0519793,168730,CODIGO_LOCAL,50912,50912,44,Primaria,SEGUNDO,4,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0519793,168730,CODIGO_LOCAL,50912,50912,44,Primaria,TERCERO,3,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0592428,168754,CODIGO_LOCAL,50976,50976,44,Primaria,PRIMERO,9,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0410225,169503,CODIGO_LOCAL,50547,50547,44,Primaria,PRIMERO,4,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410225,169503,CODIGO_LOCAL,50547,50547,44,Primaria,TERCERO,5,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410225,169503,CODIGO_LOCAL,50547,50547,44,Primaria,QUINTO,6,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0204974,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Primaria,TERCERO,23,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0204974,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Primaria,SEXTO,22,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410233,169517,CODIGO_LOCAL,50550,50550,44,Primaria,SEGUNDO,7,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410233,169517,CODIGO_LOCAL,50550,50550,44,Primaria,TERCERO,5,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0600692,175882,CODIGO_LOCAL,NUESTRA SE¥ORA DE LA CANDELARIA,NUESTRA SEÑORA DE LA CANDELARIA,79,Secundaria,CUARTO,18,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Ma¤ana-Tarde,P£blica
2024,1060276,176320,CODIGO_MODULAR,CORAS,CORAS,79,Secundaria,PRIMERO,12,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana-Tarde,P£blica
2024,1060276,176320,CODIGO_MODULAR,CORAS,CORAS,79,Secundaria,CUARTO,28,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana-Tarde,P£blica
2024,0420448,176363,CODIGO_LOCAL,36167,36167,79,Primaria,CUARTO,1,HUANCAVELICA,ACOBAMBA,MARCAS,Ma¤ana,P£blica
2024,0600692,175882,CODIGO_LOCAL,NUESTRA SE¥ORA DE LA CANDELARIA,NUESTRA SEÑORA DE LA CANDELARIA,79,Secundaria,PRIMERO,15,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Ma¤ana-Tarde,P£blica
2024,0600692,175882,CODIGO_LOCAL,NUESTRA SE¥ORA DE LA CANDELARIA,NUESTRA SEÑORA DE LA CANDELARIA,79,Secundaria,SEGUNDO,15,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Ma¤ana-Tarde,P£blica
2024,0600692,175882,CODIGO_LOCAL,NUESTRA SE¥ORA DE LA CANDELARIA,NUESTRA SEÑORA DE LA CANDELARIA,79,Secundaria,TERCERO,21,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Ma¤ana-Tarde,P£blica
2024,0420380,176235,CODIGO_LOCAL,36161 SAN VICENTE DE PAUL,36161 SAN VICENTE DE PAUL,79,Primaria,QUINTO,6,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana,P£blica
2024,0420406,176240,CODIGO_LOCAL,36163 JAVIER HERAUD PEREZ,36163 JAVIER HERAUD PEREZ,79,Primaria,CUARTO,5,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana,P£blica
2024,0633040,176221,CODIGO_LOCAL,156,156,79,Inicial - Jard¡n,Grupo 3 a¤os,5,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana,P£blica
2024,0420430,176358,CODIGO_LOCAL,36166 HEROES 29 DE AGOSTO,36166 HEROES 29 DE AGOSTO,79,Primaria,SEGUNDO,4,HUANCAVELICA,ACOBAMBA,MARCAS,Ma¤ana,P£blica
2024,1060276,176320,CODIGO_MODULAR,CORAS,CORAS,79,Secundaria,QUINTO,20,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana-Tarde,P£blica
2024,0420430,176358,CODIGO_LOCAL,36166 HEROES 29 DE AGOSTO,36166 HEROES 29 DE AGOSTO,79,Primaria,TERCERO,8,HUANCAVELICA,ACOBAMBA,MARCAS,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,TERCERO,22,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,QUINTO,22,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,TERCERO,21,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,1062058,168508,CODIGO_MODULAR,501344,501344,44,Primaria,SEGUNDO,1,CUSCO,QUISPICANCHI,CCARHUAYO,Ma¤ana,P£blica
2024,0410316,168443,CODIGO_LOCAL,50558,50558,44,Primaria,CUARTO,4,CUSCO,QUISPICANCHI,CCARHUAYO,Ma¤ana,P£blica
2024,0420406,176240,CODIGO_LOCAL,36163 JAVIER HERAUD PEREZ,36163 JAVIER HERAUD PEREZ,79,Primaria,SEXTO,7,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana,P£blica
2024,0410100,168669,CODIGO_LOCAL,50535,50535,44,Primaria,SEGUNDO,12,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0592428,168754,CODIGO_LOCAL,50976,50976,44,Primaria,QUINTO,11,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0592543,169616,CODIGO_LOCAL,50977,50977,44,Primaria,PRIMERO,14,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,1343755,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Inicial - Jard¡n,Grupo 3 a¤os,16,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410258,169536,CODIGO_LOCAL,50552 TUPAC AMARU II,50552 TUPAC AMARU II,44,Primaria,TERCERO,12,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0409672,169428,CODIGO_LOCAL,50492 CORAZON DE JESUS,50492 CORAZON DE JESUS,44,Primaria,SEXTO,26,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0600692,175882,CODIGO_LOCAL,NUESTRA SE¥ORA DE LA CANDELARIA,NUESTRA SEÑORA DE LA CANDELARIA,79,Secundaria,TERCERO,19,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Ma¤ana-Tarde,P£blica
2024,0600692,175882,CODIGO_LOCAL,NUESTRA SE¥ORA DE LA CANDELARIA,NUESTRA SEÑORA DE LA CANDELARIA,79,Secundaria,QUINTO,18,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Ma¤ana-Tarde,P£blica
2024,0420406,176240,CODIGO_LOCAL,36163 JAVIER HERAUD PEREZ,36163 JAVIER HERAUD PEREZ,79,Primaria,TERCERO,3,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana,P£blica
2024,1060276,176320,CODIGO_MODULAR,CORAS,CORAS,79,Secundaria,SEGUNDO,13,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana-Tarde,P£blica
2024,0410118,168056,CODIGO_LOCAL,50536,50536,44,Primaria,QUINTO,14,CUSCO,QUISPICANCHI,URCOS,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,CUARTO,19,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0933960,168297,CODIGO_LOCAL,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Primaria,PRIMERO,17,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,0519793,168730,CODIGO_LOCAL,50912,50912,44,Primaria,QUINTO,4,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0410100,168669,CODIGO_LOCAL,50535,50535,44,Primaria,TERCERO,16,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0410225,169503,CODIGO_LOCAL,50547,50547,44,Primaria,SEGUNDO,9,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0592543,169616,CODIGO_LOCAL,50977,50977,44,Primaria,TERCERO,7,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,1343755,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Inicial - Jard¡n,Grupo 4 a¤os,17,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,1343755,169579,CODIGO_LOCAL,50719 VIRGEN DEL CARMEN,50719 VIRGEN DEL CARMEN,44,Inicial - Jard¡n,Grupo 5 a¤os,20,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410258,169536,CODIGO_LOCAL,50552 TUPAC AMARU II,50552 TUPAC AMARU II,44,Primaria,QUINTO,14,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0410266,169541,CODIGO_LOCAL,50553,50553,44,Primaria,TERCERO,1,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0409672,169428,CODIGO_LOCAL,50492 CORAZON DE JESUS,50492 CORAZON DE JESUS,44,Primaria,QUINTO,19,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0487140,169602,CODIGO_LOCAL,50854,50854,44,Primaria,SEXTO,2,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0205401,169584,CODIGO_LOCAL,50765,50765,44,Primaria,PRIMERO,2,CUSCO,QUISPICANCHI,OCONGATE,Ma¤ana,P£blica
2024,0421594,176216,CODIGO_LOCAL,130,130,79,Inicial - Jard¡n,Grupo 3 a¤os,6,HUANCAVELICA,ACOBAMBA,CAJA,Ma¤ana,P£blica
2024,0420430,176358,CODIGO_LOCAL,36166 HEROES 29 DE AGOSTO,36166 HEROES 29 DE AGOSTO,79,Primaria,CUARTO,9,HUANCAVELICA,ACOBAMBA,MARCAS,Ma¤ana,P£blica
2024,0409797,168023,CODIGO_LOCAL,50504,50504,44,Primaria,QUINTO,14,CUSCO,QUISPICANCHI,URCOS,Ma¤ana,P£blica
2024,1200906,147851,CODIGO_MODULAR,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,SAN IGNACIO DE LOYOLA FE Y ALEGRIA 44,44,Secundaria,CUARTO,24,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,Ma¤ana,P£blica
2024,1062058,168508,CODIGO_MODULAR,501344,501344,44,Primaria,TERCERO,1,CUSCO,QUISPICANCHI,CCARHUAYO,Ma¤ana,P£blica
2024,0410316,168443,CODIGO_LOCAL,50558,50558,44,Primaria,PRIMERO,5,CUSCO,QUISPICANCHI,CCARHUAYO,Ma¤ana,P£blica
2024,0409706,168626,CODIGO_LOCAL,50495,50495,44,Primaria,SEXTO,8,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0410100,168669,CODIGO_LOCAL,50535,50535,44,Primaria,QUINTO,17,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0204933,168706,CODIGO_LOCAL,50715,50715,44,Primaria,PRIMERO,1,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
2024,0204933,168706,CODIGO_LOCAL,50715,50715,44,Primaria,TERCERO,1,CUSCO,QUISPICANCHI,CCATCA,Ma¤ana,P£blica
